isbn,title,author,year
9780345542920,Top Secret Twenty-One,Janet Evanovich,2014
9780060094900,Staying Fat for Sarah Byrnes,Chris Crutcher,1993
9780312857070,Stone of Tears,Terry Goodkind,1995
9781595143200,The Indigo Spell,Richelle Mead,2013
9780689865190,"Crank (Crank, #1)",Ellen Hopkins,2004
9781453688940,Switched,Amanda Hocking,2010
9780061659260,Darkest Mercy,Melissa Marr,2011
9780451232690,Falling Under,Gwen Hayes,2011
9780385339670,The Chamber,John Grisham,1994
9781416593390,Revenge of the Spellmans,Lisa Lutz,2009
9780525952280,Stay Close,Harlan Coben,2012
9781101946340,Grey,E.L. James,2015
9780440222700,Back Spin,Harlan Coben,1997
9780679772670,In the Skin of a Lion,Michael Ondaatje,1987
9780553496680,The Sun Is Also a Star,Nicola Yoon,2016
9780425178100,Big Trouble,Dave Barry,1999
9780060733350,The Confusion,Neal Stephenson,2004
9780451222720,"Lover Enshrined, part one",J.R. Ward,2008
9781423166000,United We Spy,Ally Carter,2013
9780060921150,Animal Dreams,Barbara Kingsolver,1990
9780399156880,Indulgence in Death,J.D. Robb,2010
9781476730100,Beautiful Bastard,Christina Lauren,2013
9781400030260,Plateforme,Michel Houellebecq,2001
9781250049550,Carry On,Rainbow Rowell,2015
9789991373770,Freckle Juice,Judy Blume,1978
9780743477550,"The Tragedy of Othello, The Moor of Venice",William Shakespeare,1603
9781451693560,The Museum of Extraordinary Things,Alice Hoffman,2014
9780143035080,Mitford Years New Song Unabridged,Jan Karon,1999
9780765344310,"Chainfire (Sword of Truth, #9)",Terry Goodkind,2004
9781573225690,"Living Buddha, Living Christ",Thich Nhat Hanh,1995
9781585424800,Ultramarathon Man: Confessions of an All-Night Runner,Dean Karnazes,2005
9780439441730,The Will of the Empress,Tamora Pierce,2005
9780552143550,Until You,Judith McNaught,1994
9781400064560,Jaws,Peter Benchley,1974
9780553589480,The Search,Iris Johansen,2000
9780765312180,Blindsight,Peter Watts,2006
9780743272510,The Boleyn Inheritance,Philippa Gregory,2006
9780374299100,Home,Marilynne Robinson,2008
9780380820890,Blindsighted,Karin Slaughter,2001
9780425137570,Silent Prey,John Sandford,1992
9781594201460,In Defense of Food: An Eater's Manifesto,Michael Pollan,2007
9780060887390,Unbelievable,Sara Shepard,2008
9781451672720,Gold,Chris Cleave,2012
9780060097480,Dancing in my nuddy-pants!,Louise Rennison,2002
9780425238810,The Perfect Play,Jaci Burton,2011
9780553383060,Fevre Dream,George R.R. Martin,1982
9780006499170,Post Captain,Patrick O'Brian,1972
9780451227940,Friday Night Bites: A Chicagoland Vampires Novel ,Chloe Neill,2009
9780425256760,Fire Touched,Patricia Briggs,2016
9788497593880,Paula,Isabel Allende,1994
9780385535300,Paris,Edward Rutherfurd,2013
9780061284200,Into the Wild,Erin Hunter,2003
9780743482840,The Tempest,William Shakespeare,1623
9780345476880,Interview with the Vampire,Anne Rice,1976
9780553807190,The Accident,Linwood Barclay,2011
9780452287080,Confessions of an Economic Hit Man,John Perkins,2004
9780142408800,Otherwise Known as Sheila the Great,Judy Blume,1972
9781846558920,"In a Dark, Dark Wood ",Ruth Ware,2015
9780142001740,The Secret Life of Bees,Sue Monk Kidd,2001
9780743495660,In Her Shoes,Jennifer Weiner,2002
9789993911560,The Courts of Chaos,Roger Zelazny,1978
9780553381350,The Right Stuff,Tom Wolfe,1979
9781400068320,Sisterland,Curtis Sittenfeld,2013
9780062311120,The Bone Tree,Greg Iles,2015
9780007284980,The Gift,Cecelia Ahern,2008
9781416949660,The Dark Is Rising,Susan Cooper,1973
9780345391800,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979
9781501105430,A Window Opens,Elisabeth Egan,2015
9780064407340,Abarat,Clive Barker,2002
9780752864330,The Bourne Identity,Robert Ludlum,1980
9780573613430,One Flew Over the Cuckoo's Nest (script),Dale Wasserman,1970
9780812977360,A Man Without a Country,Kurt Vonnegut Jr.,2005
9781922182100,The Rosie Effect,Graeme Simsion,2014
9780345472440,"Lucia, Lucia",Adriana Trigiani,2003
9780385536070,Calico Joe,John Grisham,2012
9780307397870,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,2009
9781400069220,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,2013
9780312352560,A Fatal Grace,Louise Penny,2007
9780345454940,Sunset Express,Robert Crais,1996
9780312421430,No Logo,Naomi Klein,1999
9780517266560,Just So Stories for Little Children,Rudyard Kipling,1902
9780142300700,A Year Down Yonder,Richard Peck,2000
9780803733060,Savvy,Ingrid Law,2008
9781416913630,Tweak: Growing Up On Methamphetamines,Nic Sheff,2008
9780061941020,We Are Water,Wally Lamb,2013
9780451159530,Coma,Robin Cook,1977
9780061177590,Women,Charles Bukowski,1978
9780140367360,Five Children and It ,E. Nesbit,1902
9780812974010,Black Swan Green,David Mitchell,2006
9780373210180,The Iron Queen,Julie Kagawa,2011
9780425201370,The Lunatic Cafe,Laurell K. Hamilton,1996
9780670011470,Something Like Fate,Susane Colasanti,2010
9780553382620,The Shelters of Stone,Jean M. Auel,2002
9780345484280,Angel Falls,Kristin Hannah,2000
9780060596380,"Days of Magic, Nights of War",Clive Barker,2004
9781743484950,Kings Rising,C.S. Pacat,2016
9780316098340,Room,Emma Donoghue,2010
9780450031070,Salem's Lot,Stephen King,1975
9780099303750,Disclosure,Michael Crichton,1994
9780316160190,"New Moon (Twilight, #2)",Stephenie Meyer,2006
9780060755870,Avalon High,Meg Cabot,2005
9780425215680,Her Royal Spyness (Her Royal Spyness Mysteries #1),Rhys Bowen,2007
9780380820850,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,2002
9780316735160,You're the one that I want,Cecily von Ziegesar,2004
9780425100650,Twilight Eyes,Dean Koontz,1984
9780765348780,Gardens of the Moon,Steven Erikson,1999
9780671047340,Separation of Power,Vince Flynn,2001
9780140131680,The Buddha of Suburbia,Hanif Kureishi,1990
9780307394960,Skeletons at the Feast,Chris Bohjalian,2008
9780062085540,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,2013
9780307265780,Whitethorn Woods,Maeve Binchy,2006
9780446533420,The Gate House,Nelson DeMille,2008
9780312651190,Chasing The Night,Iris Johansen,2010
9780553214320,The Island of Dr. Moreau,H.G. Wells,1896
9780061143310,Promise Not to Tell,Jennifer McMahon,2007
9780802123460,The Sympathizer,Viet Thanh Nguyen,2015
9780007331900,The Pagan Lord,Bernard Cornwell,2013
9780571234610,Capital,John Lanchester,2012
9780060082090,Mortal Engines,Philip Reeve,2001
9780312181110,I Capture the Castle,Dodie Smith,1948
9781420925530,A Study in Scarlet,Arthur Conan Doyle,1887
9780803733560,Willow,Julia Hoban,2009
9780441788380,Stranger in a Strange Land,Robert A. Heinlein,1961
9780061159180,The Known World,Edward P. Jones,2003
9780062267530,The Kind Worth Killing,Peter  Swanson,2015
9781423128200,Only the Good Spy Young,Ally Carter,2010
9780307381750,The Heretic Queen,Michelle Moran,2008
9780679751530,Midnight in the Garden of Good and Evil,John Berendt,1994
9780684822770,In Our Time,Ernest Hemingway,1925
9780061020610,Witches Abroad,Terry Pratchett,1991
9780375759310,Crossing to Safety,Wallace Stegner,1987
9780064407310,Monster,Walter Dean Myers,1999
9780441014350,Cursor's Fury,Jim Butcher,2006
9780385339470,Triptych,Karin Slaughter,2006
9780515126780,Jewels of the Sun,Nora Roberts,1999
9780307277720,Everyman,Philip Roth,2006
9780060955230,Under the Volcano,Malcolm Lowry,1947
9780312947060,One Silent Night,Sherrilyn Kenyon,2008
9780140621310,The Prisoner of Zenda,Anthony Hope,1894
9780307118390,Just for You,Mercer Mayer,1975
9780226458080,The Structure of Scientific Revolutions,Thomas S. Kuhn,1962
9780345522020,Songs of Willow Frost,Jamie Ford,2013
9780316204360,David and Goliath,Malcolm Gladwell,2011
9780425197230,Hidden Riches,Nora Roberts,1994
9780156717200,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,1975
9780156031620,The End of Mr. Y.,Scarlett Thomas,2006
9780545424940,The Dream Thieves,Maggie Stiefvater,2013
9780142401450,The Pearls of Lutra,Brian Jacques,1996
9780451474480,Marked in Flesh,Anne Bishop,2016
9780375703870,White Teeth,Zadie Smith,1999
9780543904710,What Katy Did  ,Susan Coolidge,1872
9780486287590,A Modest Proposal and Other Satirical Works,Jonathan Swift,1729
9781594480000,The Kite Runner ,Khaled Hosseini,2003
9780743271320,Brokeback Mountain,Annie Proulx,1997
9780374351380,This Song Will Save Your Life,Leila Sales,2013
9780385613460,Before I Die,Jenny Downham,2007
9780440211460,The Firm,John Grisham,1991
9780553269830,Sundiver,David Brin,1980
9781442413340,Where Things Come Back,John Corey Whaley,2011
9780356504260,Babylon's Ashes,James S.A. Corey,2016
9780679436550,Taltos,"Anne Rice, Tim Curry",1994
9780736918830,A Woman After God's Own Heart,Elizabeth George,1997
9780689878560,Alanna: The First Adventure,Tamora Pierce,1983
9781616203210,The Storied Life of A.J. Fikry,Gabrielle Zevin,2014
9780425210730,Memory in Death ,J.D. Robb,2006
9780007325990,Mortal Coil,Derek Landy,2010
9780609804130,The Sweet Potato Queens' Book of Love,Jill Conner Browne,1999
9780449004030,"Healthy Sleep Habits, Happy Child",Marc Weissbluth,1987
9780374384740,The Winner's Kiss,Marie Rutkoski,2016
9780385529980,Ghettoside: A True Story of Murder in America,Jill Leovy,2015
9781594634480,Fates and Furies,Lauren Groff,2015
9780345515640,Last to Die,Tess Gerritsen,2012
9780743246070,The Queen's Fool,Philippa Gregory,2003
9780525953490,Six Years,Harlan Coben,2013
9780307594170,Home,Toni Morrison,2011
9780765342410,Ender's Shadow,Orson Scott Card,1998
9780099910110,A Farewell to Arms,Ernest Hemingway,1929
9780679723110,Grendel,John Gardner,1970
9780061957960,The Witch with No Name,Kim Harrison,2014
9780312577220,The Nightingale,Kristin Hannah,2015
9780671746730,Dirk Gently's Holistic Detective Agency,Douglas Adams,1987
9780061284400,Stargazer,Claudia Gray,2009
9780836220630,The Far Side Gallery,Gary Larson,1984
9780399155160,Scarpetta,Patricia Cornwell,2008
9781416509880,No Rest for the Wicked,Kresley Cole,2006
9780393324820,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,2003
9780307401240,Why Be Happy When You Could Be Normal?,Jeanette Winterson,2011
9780385729370,Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares,2007
9780743211380,From a Buick 8,Stephen King,2002
9781250061780,A Little Something Different,Sandy   Hall,2014
9780375703870,The Autograph Man,Zadie Smith,2002
9780440221320,The Gift,Danielle Steel,1986
9780803736990,My Life Next Door ,Huntley Fitzpatrick,2012
9780340796150,Five Go Adventuring Again,Enid Blyton,1943
9780441627400,The Once and Future King,T.H. White,1958
9780340881540,Class A (Cherub #2),Robert Muchamore,2004
9780062024040,Divergent,Veronica Roth,2011
9781595620160,Strengths Finder 2.0,Tom Rath,2007
9780803731550,Seeing Redd,Frank Beddor,2007
9780380016650,The Hand of Oberon - The Courts of Chaos ,Roger Zelazny,1976
9780385340560,Bad Luck and Trouble,Lee Child,2007
9780575073610,Time and Again,Jack Finney,1970
9781616149990,The Life We Bury,Allen Eskens,2014
9780140285670,About a Boy,Nick Hornby,1998
9781451648540,Steve Jobs,Walter Isaacson,2011
9780739461200,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,2005
9780375758740,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,2001
9780312362090,One for the Money,Janet Evanovich,1994
9780670016780,Half Bad,Sally Green,2014
9780425204340,Undead and Unappreciated,MaryJanice Davidson,2005
9780156948780,The Waste Land and Other Poems,T.S. Eliot,1922
9780446693790,"Dude, Where's My Country?",Michael Moore,2003
9780553213160,Anne of Ingleside,L.M. Montgomery,1939
9780143038380,Death Without Company,Craig Johnson,2006
9780340936150,My Booky Wook,Russell Brand,2007
9780345476030,Await Your Reply,Dan Chaon,2009
9780330247050,Marathon Man,William Goldman,1974
9780575077160,The Prefect,Alastair Reynolds,2007
9780345498200,Summer House,Nancy Thayer,2009
9780751507960,The Authoritative Calvin and Hobbes,Bill Watterson,1990
9780307596860,Girls in White Dresses,Jennifer Close,2011
9780060562250,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket,2002
9780152052220,East,Edith Pattou,2003
9781416571770,The Greater Journey: Americans In Paris,David McCullough,2011
9780684803360,For Whom the Bell Tolls,Ernest Hemingway,1940
9780571219350,The Fortress of Solitude,Jonathan Lethem,2003
9781860498800,The Blind Assassin,Margaret Atwood,2000
9780425226740,Practice Makes Perfect,Julie James,2009
9780349113910,Me Talk Pretty One Day,David Sedaris,2000
9781423121330,Spell Bound,Rachel Hawkins,2012
9780307377330,Asterios Polyp,David Mazzucchelli,2009
9780061998160,Every Thing On It,Shel Silverstein,2011
9780140280460,My Year of Meats,Ruth Ozeki,1998
9780743453030,Cross Bones,Kathy Reichs,2005
9780557489560,Flutter,Amanda Hocking,2010
9780385313870,Deliverance,James Dickey,1970
9780312569040,Monument 14,Emmy Laybourne,2012
9780805445530,Breaking Free,Beth Moore,1999
9780439700410,The Man Who Walked Between the Towers,Mordicai Gerstein,2003
9780552772300,Sleeping Arrangements,Madeleine Wickham,2001
9780399154710,Strangers in Death ,J.D. Robb,2008
9780141000180,Chocolat,Joanne Harris,1998
9781595540360,White,Ted Dekker,2004
9780061051590,Carpe Jugulum,Terry Pratchett,1998
9780316099660,Silver Girl,Elin Hilderbrand,2011
9780061020700,The Light Fantastic,Terry Pratchett,1986
9780802141680,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1993
9780439650760,Gregor and the Prophecy of Bane,Suzanne Collins,2004
9780060852020,Queen of Babble Gets Hitched,Meg Cabot,2008
9789797591520,5 cm,Donny Dhirgantoro,2005
9780385334140,Mother Night,Kurt Vonnegut Jr.,1961
9781461091110,Thoughtless,S.C. Stephens,2009
9780345438320,Nicholas and Alexandra,Robert K. Massie,1967
9780441017800,On the Edge,Ilona Andrews,2009
9781416543700,State Of The Union,Brad Thor,2004
9780312932800,Welcome to Temptation,Jennifer Crusie,1996
9781416586620,Full Black,Brad Thor,2011
9781440154230,The Siren,Kiera Cass,2009
9780764200730,The Measure of a Lady,Deeanne Gist,2006
9781408808870,The Finkler Question,Howard Jacobson,2010
9780062311080,Natchez Burning,Greg Iles,2014
9780515138820,Sunshine,Robin McKinley,2003
9780061720860,The Vampire Diaries: The Return: Midnight,L.J. Smith,2011
9780399256200,The Invaders,John Flanagan,2012
9780765348270,Old Man's War,John Scalzi,2005
9781414339370,Growing up Amish,Ira Wagler,2011
9780553819880,Thorn Queen,Richelle Mead,2008
9780312590990,Night Star,Alyson Noel,2010
9780312932820,Crazy For You,Jennifer Crusie,1999
9780399153940,The Afghan,Frederick Forsyth,2006
9780965913220,Oracle Night,Paul Auster,2004
9780805080520,The High King ,Lloyd Alexander,1968
9780142401650,Alex Rider: Stormbreaker,Anthony Horowitz,2000
9780553582800,Lake in the Clouds,Sara Donati,2002
9780441013650,The Atrocity Archives,Charles Stross,2004
9781599903380,Need,Carrie Jones,2008
9780140547120,There's a Nightmare in My Closet (Pied Piper Book),Mercer Mayer,1968
9780385751060,The Boy in the Striped Pyjamas,John Boyne,2006
9780142414930,Paper Towns,John Green,2008
9780316098790,The Rook,Daniel O'Malley,2012
9780451459880,Blood Rites,Jim Butcher,2004
9780399157220,Port Mortuary,Patricia Cornwell,2010
9781573223590,Journals,Kurt Cobain,2002
9780375836980,A Color of His Own,Leo Lionni,1975
9780385339600,The Summons,John Grisham,2002
9780804140420,Food: A Love Story,Jim Gaffigan,2014
9780345533230,Never Seduce a Scot,Maya Banks,2012
9780007169920,Mr. Brown Can Moo! Can You?,Dr. Seuss,1970
9781620402760,Before we met,Lucie Whitehouse,2014
9780446692660,Jack & Jill,James Patterson,1996
9781400065750,Still Life with Bread Crumbs,Anna Quindlen,2014
9780312330870,Ten Little Niggers,Agatha Christie,1939
9781250000990,Best Kept Secret,Jeffrey Archer,2013
9781400062090,Olive Kitteridge,Elizabeth Strout,2008
9780375424140,Habibi,Craig Thompson,2011
9781439147990,Web of Lies,Jennifer Estep,2010
9780316013570,The Lion & the Mouse,Jerry Pinkney,2009
9780340739300,The Face Of Deception,Iris Johansen,1998
9780688163180,The Given Day,Dennis Lehane,2008
9780310266280,Leaving,Karen Kingsbury,2011
9780439845820,Fire Star,Chris d'Lacey,2005
9780553804320,"Hide (Detective D.D. Warren, #2) ",Lisa Gardner,2007
9780312554160,Heart of the Matter,Emily Giffin,2010
9780765326580,The Lost Gate,Orson Scott Card,2011
9780743482870,Lucky,Jackie Collins,1985
9780307588920,Think of a Number,John Verdon,2010
9780803740170,Roller Girl,Victoria Jamieson,2015
9780310263460,Velvet Elvis: Repainting the Christian Faith,Rob Bell,2005
9780140284130,The Inimitable Jeeves ,P.G. Wodehouse,1923
9780671876460,Mirror Dance,Lois McMaster Bujold,1994
9781594561800,The Fall of the House of Usher ,Edgar Allan Poe,1839
9780671796660,The Jordan Rules,"Sam Smith, Doug Grud",1992
9780061728980,"Act Like a Lady, Think Like a Man",Steve Harvey,2009
9780763620910,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,2003
9780553807220,The Girl Who Chased the Moon,Sarah Addison Allen,2010
9780062073130,The Fallen Angel,Daniel Silva,2012
9780802135220,The Passion,Jeanette Winterson,1987
9780060744540,Moonrise,Erin Hunter,2005
9781595143180,The Golden Lily,Richelle Mead,2012
9780060958340,Love's Executioner & Other Tales of Psychotherapy,Irvin D. Yalom,1989
9780007120710,Sad Cypress,Agatha Christie,1940
9781400067660,Thomas Jefferson: The Art of Power,Jon Meacham,2012
9780747267640,To the Nines,Janet Evanovich,2003
9781569319050,Yu Yu Hakusho,Yoshihiro Togashi,1990
9780385667400,"The Omen Machine (Richard and Kahlan, #1)",Terry Goodkind,2011
9780749391680,The Commitments,Roddy Doyle,1987
9780440241900,Can You Keep a Secret?,Sophie Kinsella,2003
9780140169300,Angle of Repose,Wallace Stegner,1971
9780802132220,Train to Pakistan,Khushwant Singh,1956
9780312938820,The Dream Hunter,Sherrilyn Kenyon,2007
9780718154950,Blue Monday,Nicci French,2011
9780743294390,206 Bones,Kathy Reichs,2009
9780553581550,The Killing Game,Iris Johansen,1999
9780446562420,Innocent,Scott Turow,2005
9780330489680,Last Orders,Graham Swift,1996
9780312624680,Born at Midnight,C.C. Hunter,2011
9781594634710,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,2015
9780451230640,Twice Bitten ,Chloe Neill,2010
9780747541610,The Gashlycrumb Tinies,Edward Gorey,1963
9780380803280,Exile's Return,Raymond E. Feist,2004
9780316246580,The Universe Versus Alex Woods,Gavin Extence,2013
9780375851800,The Spectacular Now,Tim Tharp,2008
9780425212010,Strange Candy,Laurell K. Hamilton,2006
9780670878550,Joseph Had a Little Overcoat,Simms Taback,1977
9780140344430,Nothing's Fair in Fifth Grade,Barthe DeClements,1981
9780689821810,Copper Sun,Sharon M. Draper,2006
9780375727140,The Dive From Clausen's Pier,Ann Packer,2002
9780843955440,The Girl Next Door,Jack Ketchum,1989
9780375756790,The Rise of Theodore Roosevelt ,Edmund Morris,1979
9780968709180,To Build a Fire,Jack London,1903
9780552154310,Night Watch,Terry Pratchett,2002
9780831727530,Gerald's Game,Stephen King,1992
9781590860620,Without Fail ,"Lee Child, Dick Hill",2002
9780307959850,Death Comes to Pemberley,P.D. James,2012
9780553579760,Fear Nothing ,Dean Koontz,1998
9780007202300,Prince Caspian: The Return to Narnia,C.S. Lewis,1951
9781419701760,Me and Earl and the Dying Girl,Jesse Andrews,2012
9780749732100,The Folk of Faraway Tree,Enid Blyton,1946
9780099435140,The First Wives Club,Olivia Goldsmith,1992
9780060739490,Walk Two Moons,Sharon Creech,1994
9780345485760,The Alexandria Link,Steve Berry,2007
9780451233190,Bite Club,Rachel Caine,2011
9780307356370,The Abstinence Teacher,Tom Perrotta,2007
9780593057770,The Bone Garden,Tess Gerritsen,2007
9780689860060,"Dragondrums (Pern: Harper Hall, #3)",Anne McCaffrey,1979
9780345495940,Swallowing Darkness,Laurell K. Hamilton,2008
9781605977270,A Modest Proposal,Jonathan Swift,1729
9780060837390,The Fixer Upper,Mary Kay Andrews,2009
9780061668070,Spells,Aprilynne Pike,2009
9780099282970,Bagombo Snuff Box,Kurt Vonnegut Jr.,1999
9781581344980,Don't Waste Your Life,John Piper,2003
9780399167060,Big Little Lies,Liane Moriarty,2014
9780451215710,Whiteout,Ken Follett,2004
9780142002800,Berlin: The Downfall 1945,Antony Beevor,1998
9780688128980,Lilly's Purple Plastic Purse,Kevin Henkes,1996
9780156031660,Those Who Save Us,Jenna Blum,2004
9781847679440,The Last Werewolf,Glen Duncan,2011
9780545123280,Linger,Maggie Stiefvater,2010
9781554682740,Wondrous Strange,Lesley Livingston,2009
9780373772320,The Darkest Kiss,Gena Showalter,2008
9781594561760,The Black Cat,Edgar Allan Poe,1843
9780593061730,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2009
9780981546260,The Second Ship,Richard   Phillips,2006
9781400069260,Beatrice and Virgil,Yann Martel,2010
9780451201030,Friends and Lovers,Eric Jerome Dickey,1997
9780061988350,Lost in Shangri-la,Mitchell Zuckoff,2011
9780316734950,Echo Park,Michael Connelly,2006
9781400068170,Clara and Mr. Tiffany,Susan Vreeland,2010
9780312364430,Night Road,Kristin Hannah,2011
9789382618350,The Oath of the Vayuputras,Amish Tripathi,2013
9781560974280,Ghost World,Daniel Clowes,1998
9780345443600,"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton,2005
9780765326360,The Way of Kings,Brandon Sanderson,2010
9781402262270,Catching Jordan,Miranda Kenneally,2011
9781841497130,The Reckoning,Kelley Armstrong,2010
9781455521200,The Target,David Baldacci,2014
9783518367060,Demian: Die Geschichte einer Jugend,Hermann Hesse,1919
9780515136290,"Key of Light (Key Trilogy, #1)",Nora Roberts,2003
9780061214650,Wicked Lovely ,Melissa Marr,2007
9780441013680,Count Zero,William Gibson,1986
9780393072240,The Big Short: Inside the Doomsday Machine,Michael   Lewis,2009
9780385613510,You Against Me,Jenny Downham,2010
9780385340540,The Broker,John Grisham,2005
9780060890320,Wintersmith,Terry Pratchett,2006
9780345504970,The Passage,Justin Cronin,2010
9780061969550,I Am Number Four,Pittacus Lore,2010
9781501117210,Scrappy Little Nobody,Anna Kendrick,2016
9780812968970,The Birth of Venus,Sarah Dunant,2003
9781401340870,Arcadia,Lauren Groff,2012
9780434017840,The Monsters of Templeton,Lauren Groff,2008
9780142000670,Of Mice and Men ,John Steinbeck,1937
9780060875080,Lullabies for Little Criminals,Heather O'Neill,2006
9780670037730,The Fourth Bear,Jasper Fforde,2006
9780345418530,"Ogre, Ogre (Xanth, #5)",Piers Anthony,1982
9780143035750,The Liars' Club: A Memoir,Mary Karr,1995
9780553805600,"Love Comes Softly (Love Comes Softly, #1)",Janette Oke,1979
9780593046320,Reaper's Gale,Steven Erikson,2007
9780060975780,Jesus' Son: Stories,Denis Johnson,1992
9780385682820,The Love Song of Miss Queenie Hennessy,Rachel Joyce,2014
9780553565690,Assassin's Quest,Robin Hobb,1997
9780553262150,Emily Climbs,L.M. Montgomery,1925
9780553380640,The Electric Kool-Aid Acid Test,Tom Wolfe,1968
9780060899680,April 1865: The Month That Saved America (P.S.),Jay Winik,2001
9780345422410,Merrick,Anne Rice,2000
9781423104870,The Wizard Heir,Cinda Williams Chima,2007
9780345434810,The Last Full Measure,Jeff Shaara,1991
9780812976140,The Alienist,Caleb Carr,1994
9781416586290,Half Broke Horses: A True Life Novel,Jeannette Walls,2008
9780142404620,Travel Team,Mike Lupica,2004
9780060958340,The Language Instinct: How the Mind Creates Language,Steven Pinker,1994
9781416903440,"Wild Magic (Immortals, #1)",Tamora Pierce,1992
9781555977080,The Argonauts,Maggie Nelson,2015
9780060764910,The magician's nephew,C.S. Lewis,1953
9780307463630,The 4-Hour Body,Timothy Ferriss,2000
9780525421560,Hold Still,Nina LaCour,2009
9780061626320,Splendor,Anna Godbersen,2009
9780140298480,Bridget Jones: The Edge of Reason,Helen Fielding,1999
9780439568330,The Haunted Mask,R.L. Stine,1993
9780553805550,No Time for Goodbye,Linwood Barclay,2007
9780062268340,Yes Please,Amy Poehler,2014
9780553583600,Prior Bad Acts,Tami Hoag,2006
9780679722760,Ulysses,James Joyce,1922
9780142401200,The Westing Game,Ellen Raskin,1978
9780399230040,"Good Night, Gorilla",Peggy Rathmann,1994
9780374106680,The Last Painting of Sara de Vos,Dominic Smith,2016
9780618709860,In the Lake of the Woods,Tim O'Brien,1994
9781250019840,First Frost,Sarah Addison Allen,2015
9780765354710,Ghosts of Onyx,Eric S. Nylund,2006
9781423146730,The House of Hades,Rick Riordan,2013
9780525945570,Red Dragon,Thomas Harris,1981
9780743281640,Chasing Darkness,Robert Crais,2008
9780062430880,Pretty Girls,Karin Slaughter,2015
9780440900570,Summer of My German Soldier,Bette Greene,1973
9780140505400,Miss Rumphius,Barbara Cooney,1981
9780061053570,The Player of Games,Iain M. Banks,1988
9780316182550,White Oleander,Janet Fitch,1999
9780441016390,Princeps' Fury,Jim Butcher,2008
9780061240880,Playing with Fire,Derek Landy,2008
9780307264190,The Emperor's Children,Claire Messud,2006
9780140294290,Sharpe's Rifles,Bernard Cornwell,1988
9780767907810,Bookends,Jane Green,2000
9780060731490,The Other Side of the Story,Marian Keyes,2004
9780061020640,Guards! Guards!,Terry Pratchett,1989
9780195168950,Battle Cry of Freedom,James M. McPherson,1988
9781579126280,The Murder of Roger Ackroyd,Agatha Christie,1926
9781400031700,The Little Friend,Donna Tartt,2002
9780345374720,The Sapphire Rose ,David Eddings,1991
9780316701310,"Best Friends for Never (The Clique, #2)",Lisi Harrison,2004
9780312151260,The Far Pavilions,M.M. Kaye,1978
9780452281900,A Man Named Dave: A Story of Triumph and Forgiveness,Dave Pelzer,1999
9780375702710,A Lesson Before Dying,Ernest J. Gaines,1993
9781598163220,Karin,Yuna Kagesaki,2003
9780553384280,Odd Thomas,Dean Koontz,2003
9780618194580,Flotsam,David Wiesner,2006
9781401308580,The Five People You Meet in Heaven,Mitch Albom,2003
9780671004540,On the Street Where You Live,Mary Higgins Clark,2001
9780812967260,The Lost World ,Arthur Conan Doyle,1912
9780553564940,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,1982
9780307209610,Sahara,Clive Cussler,1992
9780399256940,Rebel Belle,Rachel Hawkins,2014
9780142406140,Eagle Strike,Anthony Horowitz,2003
9780142000690,The Pearl of the World,John Steinbeck,1947
9780670034800,Swapping Lives,Jane Green,2006
9780061138030,Black Magic Sanction,Kim Harrison,2010
9780446618760,Kitty and the Silver Bullet,Carrie Vaughn,2008
9780441102680,Chapterhouse: Dune,Frank Herbert,1985
9780778313460,The Good Father,Diane Chamberlain,2012
9780385732960,All-of-a-Kind Family,Sydney Taylor,1951
9781595542880,Green,Ted Dekker,2009
9780316175560,Shut Out,Kody Keplinger,2011
9780007233690,Thanks for the Memories,Cecelia Ahern,2008
9789793062920,Sang Pemimpi,Andrea Hirata,2006
9781408816040,The Song of Achilles,Madeline Miller,2011
9780312987860,Bet Me,Jennifer Crusie,2004
9780749909220,Bad Moon Rising,Sherrilyn Kenyon,2009
9780062104890,The School for Good and Evil,Soman Chainani,2013
9781400032720,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2003
9781612187010,The Wretched of Muirwood,Jeff Wheeler,2011
9781594631400,"Boy, Snow, Bird",Helen Oyeyemi,2013
9780375701240,A Death in the Family,James Agee,1957
9780446699490,Wish You Well,David Baldacci,2000
9780886774260,Magic's Price,Mercedes Lackey,1990
9780345534190,Circling the Sun,Paula McLain,2015
9781416950060,Identical,Ellen Hopkins,2008
9781416562600,The White Tiger,Aravind Adiga,2008
